Index,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
258,舞蹈团训练营,北京东城区,female,Lv.4,1,33,6853,2019-02-28 06:00:00,2019-03-19 22:09:57,feed,VideoDanceProgramjuillet2014-Ledéménagement(stagedanse)L舞蹈团训练营的微博视频,4344549603553247,0,0,0
259,毛毛喜欢毛毛雨丶,河南,female,Lv.28,134,265,77,2019-02-27 21:45:00,2019-03-19 22:09:59,feed,#干皮水乳##水乳种草##好用物#d-program，干皮超好用，比芙丽芳丝水乳还要好，一整天脸都润润的，赞٩(˃̶͈̀௰˂̶͈́)و,4344425084084958,0,7,0
260,铭源黄世宏,贵州,male,Lv.9,614,147,115,2019-02-27 15:50:00,2019-03-19 22:11:24,feed,打开方式中无法添加程序，双击文件不能用指定程序打开的解决方法(修改注册表(打开文件命令))今天遇到一个奇怪问题，打开一个从eclipse导出的war包时，在右击的“打开方式”中“浏览”到WinRar的安装目录，点击“确定”，可是在“打开方式”中还是找不到WinRar程序。到网上搜了下，才知道原来是这样一​展开全文c,4344335786966323,0,0,0
261,大妞日代-微信43891819,海外日本,female,Lv.4,6,142,2164,2019-02-27 12:20:00,2019-03-19 22:11:26,feed,Dprogram资生堂专柜旗下敏感肌专用一个低调却又特别牛的牌子和Theginza一样不出口其他国家‼️只在日本有售‼️针对问题性肌肤的专业调理品牌💛黄色系列（油性肌易起痘）💙蓝色（混合性肌水油不平衡）💗粉色（超干性肌发红敏感）💜紫色（抗衰去皱纹保湿）以上系列蓝色跟紫色分清爽、滋润​,4344282993739825,0,0,0
262,竹内柚子膏,其他,female,Lv.23,177,209,865,2019-02-27 09:00:00,2019-03-19 22:11:28,feed,资生堂d-program敏感肌防晒乳一款让我哭泣的防晒乳涂上感觉自己一下子恢复了往日的白让我在肤色恢复期也能自信出门（这个小奶瓶款适合干皮或者不油也不干的皮，大油田移步软管装）​,4344232703180316,0,2,1
263,何晓乐HeXiaole,北京顺义区,male,Lv.33,240,103877,3426,2019-02-26 23:51:00,2019-03-19 22:11:31,feed,"EastMeetsWest-AllChineseLineupEnteringGermanArena东方速度遇上西方赛车：全中国车手阵容出战德国赛场！Thisyear,anall-ChinesenationdriverslineupwillcompeteafewroundsattheNurburgring.StartinginMarch,therewillbeover10raceweekendshostedattheNurb​展开全文c",4344094391541532,23,21,71
264,亮译翻译与出国培训,no location,male,Lv.31,1489,4544,3318,2019-02-26 20:14:00,2019-03-19 22:11:35,feed,"20190226学习要点：（VOA美国地质局推出先进的地震预警系统)1.seismologist/saiz'mɔlədʒist/地震学家2.sophisticatedasophisticatedmachine,system,methodetcisverywelldesignedandveryadvanced,andoftenworksinacomplicatedway〔机器、系统、方法等〕复杂的​展开全文c",4344039874551179,0,1,1
265,禾潼今天还黑么,其他,female,Lv.44,692,951,978,2019-02-25 23:08:00,2019-03-19 22:11:37,feed,//@布须曼鸟:马克//@小只喵斯拉:@布须曼鸟好几样都有意思。比如Dprogram的美白产品。。,4343967354935074,0,0,0
266,布须曼鸟,上海黄浦区,female,Lv.45,552,781,51463,2019-02-25 23:08:00,2019-03-19 22:11:40,feed,马克//@小只喵斯拉:@布须曼鸟好几样都有意思。比如Dprogram的美白产品。。,4343965035404726,1,0,0
267,momezz,其他,female,Lv.9,70,92,4636,2019-02-25 23:08:00,2019-03-19 22:11:43,feed,dprogram,4343724136233393,0,0,0
268,有风吹过纸飞机的秘密ling,上海青浦区,female,Lv.20,329,31528,45,2019-02-25 23:03:00,2019-03-19 22:11:46,feed,🔥🔥我的美白攻略—黑皮变成黄一白的1⃣️防晒⚠️要想白先防晒。紫外线是皮肤变黑和衰老的最重要的因素，没有之一！！🌹🌹防晒主要是硬防晒和软防晒，硬防晒主要是帽子、口罩和防晒外套和太阳伞。我通常是戴棒球帽、渔夫帽，口罩从药店买一次性的，又方便又卫生！防晒外套推荐优衣库，我买​展开全文c,4343719912212101,1,0,1
269,燕麦奶青油炸一锅九宫格-,北京,female,Lv.19,97,41,897,2019-02-25 23:01:00,2019-03-19 22:11:48,feed,为啥dprogram跟什么一起抹都可以这么粘仿佛涂了胶水在脸上了​,4343719563591037,0,0,0
270,苏伟86322,其他,male,Lv.4,32,2,90,2019-02-25 22:15:00,2019-03-19 22:11:51,feed,电脑路径修改第一步：打开“开始”—“运行”第二步：在弹出的窗口输“regedit”第三步：依次打开HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\CurrentVersion，在右侧窗口中找到“ProgramFilesDir”.第四步：单击右键，选择修改，第五步：弹出一个“编辑字符串”的窗口，将数值数据改​展开全文c,4343707932833717,0,0,0
271,RineVa,海外美国,female,Lv.7,511,217,1235,2019-02-03 13:46:00,2019-03-19 22:11:53,feed,//@功课菌:黛珂白檀眼唇卸，TheGinza卸妆油，欧莱雅SOURCE护发素，瑞妍洁面，资生堂DProgram敏感话题洁面，LAMER浓缩精华，LAMER精粹水，LAMER面霜，ALGENIST唇部精华，资生堂安耐晒，Sepai城市防晒，AWAKE防晒，CharlotteTibury魔法面霜，CPB妆前乳，ZELENS遮瑕笔，兰蔻菁纯粉霜，,4343589792685153,0,0,0
272,Raku桑,广东,male,Lv.9,78,42999,51,2019-02-25 13:10:00,2019-03-19 22:11:56,feed,Raku的日本之旅礼物来啦！还是老规矩：关注+转发并@一位好友就可以抽到一份礼物！💰💰💰一共10份礼物哦，3月12开奖。🎁🎁🎁一等奖：白凤堂腮红刷。二等奖：资生堂dprogram防晒隔离。三等奖：资生堂唇膏codered。四等奖：visee膏状腮红（分别有两位幸运名额）。五等奖：viseer​展开全文c,4343570775790250,978,479,386
273,小懒分析,山东青岛,female,Lv.9,167,74608,528,2019-02-24 22:01:00,2019-03-19 22:11:58,feed,"优斐斯传明酸精华液丨点评价格：旗舰店价格580元30ml，团购什么的另说，建议选择值得信任的人买哦~全成分：一共11个成分，水、丁二醇、凝血酸、泛醇、辛酰羟肟酸、1,2-戊二醇、1,3-丙二醇、甘草酸二钾、精氨酸、透明质酸钠、EDTA二钠。核心成分解析：最主要的就是传明酸，又称凝血酸、氨甲环酸等​展开全文c",4343342097669566,5,37,56
274,BoJapan播日本,海外日本,female,Lv.24,1168,178950,1191,2019-02-24 18:00:00,2019-03-19 22:12:01,feed,资生堂的dprogram将于4月21日发售新品，敏感肌肤美白系列。含有两种药用成分，防止痘痘，色斑和暗沉。低刺激配方。化妆水价格为4000日元（不含税），乳液为4300日元（不含税）。还有7天用量的小套装，价格为1200日元（不含税）。敏感肌肤的小伙伴可以先入手这个小套装试试看#BoJapan##播日本#​展开全文c,4343281234589201,1,3,14
275,叮当爱红茶奶酥不爱铜锣烧,上海浦东新区,female,Lv.31,679,445,1501,2019-02-24 16:32:00,2019-03-19 22:13:27,feed,@空瓶记图1资生堂红腰子精华这个容量的还是俄罗斯代购价格最美好等到我用完了才知道这个是基底精华需要再加其他精华一直以来都是用它然后直接加面霜但是也没有觉得哪里不对图2汉高立式牙膏不知道第几只了家里囤货好像快消灭完了图3资生堂dprogram洗面奶泡沫丰富洗​展开全文c,4343259323003229,0,0,1
276,我是小叶日本代购,海外日本,female,Lv.4,203,176,280,2019-02-24 15:23:00,2019-03-19 22:13:29,feed,资生堂dprogram系列化妆水和乳液买家秀敏感肌专用系列2日本·东京,4343241858256060,0,0,0
277,正版假货,海外美国,male,Lv.4,7,8,13,2019-02-24 13:53:00,2019-03-19 22:13:31,feed,Kitbull/流浪猫与斗牛犬一只自由自在的流浪猫遇到一只看似凶恶的斗牛犬，他们之间会碰撞出怎样的友情呢？这是PIXAR新推出的动画系列项目SparkShortsprogram六部短片中的其中一部，这个项目意在发掘富有才华的青年动画人，喜欢的人请持续关注呦~导演：RosanaSullivan项目介绍：​展开全文c,4343219061407312,0,0,0
278,二陈卵子,海外美国,female,Lv.43,3031,580,6486,2019-02-03 13:46:00,2019-03-19 22:13:35,feed,//@功课菌:黛珂白檀眼唇卸，TheGinza卸妆油，欧莱雅SOURCE护发素，瑞妍洁面，资生堂DProgram敏感话题洁面，LAMER浓缩精华，LAMER精粹水，LAMER面霜，ALGENIST唇部精华，资生堂安耐晒，Sepai城市防晒，AWAKE防晒，CharlotteTibury魔法面霜，CPB妆前乳，ZELENS遮瑕笔，兰蔻菁纯粉霜，,4343215651950180,0,0,0
279,功课菌,其他,female,Lv.46,570,570389,11915,2019-02-03 13:46:00,2019-03-19 22:13:36,feed,黛珂白檀眼唇卸，TheGinza卸妆油，欧莱雅SOURCE护发素，瑞妍洁面，资生堂DProgram敏感话题洁面，LAMER浓缩精华，LAMER精粹水，LAMER面霜，ALGENIST唇部精华，资生堂安耐晒，Sepai城市防晒，AWAKE防晒，CharlotteTibury魔法面霜，CPB妆前乳，ZELENS遮瑕笔，兰蔻菁纯粉霜，,4343190636871500,6,0,19
280,荞麦金,黑龙江哈尔滨,female,Lv.33,129,268,641,2019-02-23 22:24:00,2019-03-19 22:13:40,feed,#宝宝的少女心#新开瓶，dprogram，水清爽，乳液粘腻，希望能够稳定我的过敏肌​,4342985313031279,0,5,0
281,北外李晨,北京,male,Lv.47,1264,63073,4555,2019-02-23 21:07:00,2019-03-19 22:13:44,feed,"英语教师成长与发展与普遍认知相反,学习控制冲动的能力、注意力、在记忆中保持信息的能力并不是随着儿童的成熟自然获得的,而这些方面存有缺陷的儿童也不能自然摆脱缺陷成长。在学前教育阶段,让出现问题的儿童入学之前接受有针对性的干预项目,是值得提倡的做法。【参考文献】Bierman,​展开全文c",4342965931471114,3,4,3
282,Charlotte-Liyan,重庆,female,Lv.4,38,23,6,2019-02-23 20:55:00,2019-03-19 22:13:46,feed,"'Youwillneverbecompletelyathomeagain,becausepartofyourheartwillalwaysbeelsewhere.Thatisthepriceyoupayfortherichnessoflovingandknowingpeopleinmorethanoneplace'-MiriamAdeney.Hereyougo!WashingtonD.Candtheend-of-programsummit#GlobalUG​展开全文c",4342963011907429,0,0,1
283,锅崽崽_JP,海外日本,female,Lv.17,169,397,1461,2019-02-23 12:47:00,2019-03-19 22:13:49,feed,从去年孕后期开始下巴这一片的痘就没停过。倒不是那种一大片一大片的红肿发炎痘痘，但就是下巴这里冒一颗，那里冒一颗。这一颗下去了，停个一两天那又冒出一颗，就一直在循环。这次回日本，家里的水乳也用完了，就直接去买了一套资生堂dprogram的黄色水乳。这牌子就是主打敏感肌的，黄色是针对​展开全文c,4342840165249049,0,0,0
284,Ramisama,其他,female,Lv.9,267,145,1378,2019-02-23 00:59:00,2019-03-19 22:13:51,feed,记录下最近两个月用的护肤组合akaran的水无功无过，状态不好时用着挺安心的。noreva美白精华，温和不刺激，使用感也不油腻，就是美白效果不太明显。淡斑精华用来点涂痘印的，用的次数不多，不评价。Singuladerm眼霜使用感清爽，但是不够保湿，去浮肿有效果，细纹基本没啥效果，天天熬夜黑眼圈也不​展开全文c,4342662062901442,0,3,0
285,熊安安的笨麻麻,海外,female,Lv.42,301,2527,1009,2019-02-23 00:35:00,2019-03-19 22:13:55,feed,dprogram敏感话题黄色系列现～货[调皮]不知道合不合适的可以入中样啦！经常短途出差旅游的也可以入中样啦！​,4342656027028652,0,0,1
286,仙了个宝,天津南开区,female,Lv.4,162,39,136,2019-02-22 22:01:00,2019-03-19 22:13:59,feed,#英语#2019.02.22今日份地道口语笔记1.soasto为了，表示目的2.pickout挑出，选出，辨认出3.pickupalotofEnglish=learnalotofEnglish4.pickuptheradioprogram=theprogramontheradio收听广播节目5.shoestore鞋店6.adollar'sworthof价值一美元的……例句：Iwantad​展开全文c,4342617263608831,0,0,0
287,Rliny,上海静安区,male,Lv.48,722,342447,14375,2019-02-22 14:49:00,2019-03-19 22:14:03,feed,#美妆视野#敏感肌又添美白希望一年前我就预告过许家专为敏感肌而生的女儿d-program安肌心语要进入国内，准备了这么久终于要上了！在此之际，DP又将于4月21日在日本市场推出全新的美白系列。专为那些使用普通美白产品后容易引起泛红刺激的皮肤设计，抑制黑色素生成从而预防斑点，并​展开全文c,4342508463292089,10,27,50
288,慧聪塑料网,no location,female,Lv.24,330,10260,3616,2019-02-22 10:32:00,2019-03-19 22:14:08,feed,《TCT亚洲展期间，Essentium、易生和Polymaker加入“Ultimaker材料联盟》-中国，上海（2019年2月22日）——全球桌面3D打印领军企业Ultimaker今日在上海举办的亚洲3D打印、增材制造展览会(TCT亚洲展)上宣布，Essentium、易生（eSun）和Polymaker已加入“Ultimaker材料联盟项目”（MaterialsAllianceP​展开全文c,4342443899681288,0,0,0
289,刘二二人肉正品专柜日本韩国代购,浙江,female,Lv.34,602,234149,10552,2019-02-22 08:48:00,2019-03-19 22:14:11,feed,资生堂Dprogram这个系列只在日本发售基础水乳搭配，专门针对「油性肌起痘」、「混合性肌反复失衡」、「超干性肌发红敏感」、「老化性干燥失衡」四种常见不稳定皮肤症状，专业调理，集中改善，使皮肤恢复并保持正常稳定饱满的状态，持续水油平衡。特别推荐哦！而且价格也不贵！​,4342417748871582,0,0,0
290,吃糖c_827,福建福州,female,Lv.14,718,254,11527,2019-02-22 08:14:00,2019-03-19 22:14:13,feed,dprogram水乳太贵了吧！！！先买个旅行装​,4342409086687967,0,0,0
291,Maleficence_18,其他,female,Lv.36,369,1339,973,2019-02-21 19:10:00,2019-03-19 22:14:16,feed,糖旻🔍关键词：智旻玧其画画🔍结果：1⃣️“即使在灯光聚焦的舞台上，我们SUGA哥也是最耀眼的。”-朴旻，AgustD头号粉丝//wingstourprogrambook2⃣️朴旻，灵魂画手//btsfesta20163⃣️小旻把其其画成了叫지방的娃娃的样子4⃣️朴·随意涂鸦·智旻5⃣️其其画的小旻嘟嘟小​展开全文c,4342211690641023,3,0,26
292,技术小手波仔,四川成都,male,Lv.6,100,23,36,2019-02-20 23:24:00,2019-03-19 22:14:20,feed,"JAVA学习第一步安装配置学习工作环境解压JDK，一直下一步，默认安装，安装完以后如下：1.首先，打开配置环境变量界面，如下操作：我的电脑---属性---高级---环境变量2.系统变量（S）中配置如下：2.1,新建系统变量：变量名：JAVA_HOME变量值：C:\ProgramFiles\Java\jdk1.7.0​展开全文c",4341913320480663,2,0,0
293,苏畅er,北京海淀区,female,Lv.32,721,328,23,2019-02-20 21:23:00,2019-03-19 22:14:23,feed,翻了一圈没有找到能代购Dprogram水乳的代购​,4341882986754303,0,1,2
294,美森商务英语,no location,male,Lv.45,328,283814,17594,2019-02-20 17:10:00,2019-03-19 22:14:26,feed,BEC商务英语口语900句(411-440)UnitFifteen代理条件和要求Partone411.Wecan’tgiveyouexclusiveagencyofthewholeEuropeanmarketwithouthavingtheslightestideaofyourpossibleannualmarketingturnover.如果没有贵司任何关于市场销售额的计划，我们不能给你整​展开全文c,4341819133002521,10,0,6
295,日本流行每日速报,海外日本,female,Lv.48,3702,2561893,37419,2019-02-20 16:47:00,2019-03-19 22:16:22,feed,因为气温变化，花粉，大气污染，紫外线等或是生活工作压力等等因素。越来越多人的肌肤变得容易敏感，不知道大家是否也有这样的烦恼呢？相较于不易过敏的人，敏感肌可选择的护肤品范围会比较少，一旦使用不适合自己的护肤品的话，皮肤容易感觉红肿刺痛。今天呢，速报酱就专门针对敏感肌的小伙伴给你们​展开全文c,4341813333163689,370,111,341
296,海波_风中银杏,四川成都,male,Lv.4,2,1,71,2019-02-20 16:19:00,2019-03-19 22:16:24,feed,2.[shell-系统文件备份实例]每月第一天备份并压缩/etc目录的所有内容########################################################!/bin/bash#Author:sunbo#date:20190219#programname:file_bak.sh#备注：在每月第一天备份并压缩/etc目录的所有内容，存放在/root/bak目录里，且文件名为​展开全文c,4341806441735898,0,0,0
297,罗元裳,北京朝阳区,female,Lv.36,114,29130,2184,2019-02-20 14:48:00,2019-03-19 22:16:26,feed,罗元裳做客#新浪财经#直播主题：实操答疑：有了10%收益，卖吗？猛戳围观：http%3A%2F%2Flive.finance.sina.com.cn%2Fbozhu%2F5838249609%2F64471%3Fclient_url%3Dsinafinance%253A%252F%252Ftype%253D25%2526program_type%253D1%2526bid%253D5838249609%2526cid%253D64471,4341783502638705,1,4,4
298,我是小叶日本代购,海外日本,female,Lv.4,203,176,280,2019-02-20 13:24:00,2019-03-19 22:16:28,feed,资生堂dprogram系列买家秀2日本·东京,4341762321600097,0,0,0
299,GRAMOPHONE留声机,海外英国,female,Lv.40,61,8473,3810,2019-02-20 11:36:00,2019-03-19 22:16:35,feed,"LTchaikovsky-SouvenirdeFlorence-AmsterdamSinfonietta-CandidaThompsonPyotrIlyichTchaikovskywrotehisStringSextet‘SouvenirdeFlorence’inthesummerof1890.HededicatedtheworktotheSt.PetersburgChamberMusicSociety,rightafterhebecameHonoraryMember.OneofthemovementsofthepiecewaswrittenwhileTcha​展开全文c",4341735133827040,6,0,10
300,庞老板是大胖子日代小铺,其他,female,Lv.16,216,175,1198,2019-02-20 09:36:00,2019-03-19 22:17:41,feed,上新！大萌毛推荐的敏感肌都能用的Dprogram隔离它在国内不怎么火，但是网评说他是资生堂家的沧海遗珠哈哈哈～​,4341705060865765,0,1,0
301,起航转运,no location,male,Lv.27,193,1593,2263,2019-02-20 08:26:00,2019-03-19 22:17:44,feed,#日亚海淘#ELIXIR怡丽丝尔是资生堂旗下的品牌，排位基本在dprogram之上，revital悦薇之下，主要针对25岁以上的轻熟女研发，既满足了轻熟女皮肤所需要的多种营养，价格又不算太高。这个牌子特别注重抗氧化、修复肌肤弹性，非常适合轻熟女初抗老使用。非常清爽的啫喱质地。O网页链接,4341687457216008,0,0,0
302,要健康开心呀,湖北武汉,female,Lv.30,415,219,406,2019-02-19 22:06:00,2019-03-19 22:18:50,feed,武汉感觉下了一个月的雨了自从蹊去上学我就每天闷在家了终于可以在家里跑步锻炼啦🏃‍♀️给自己也来一点小激励吧这个月也就是二月份每天坚持种树看书📖就奖励任意一件东西我的草单是：tf眼影01toofaced的蕾丝眼影盘优衣库小公主系列tshirt紧身舒服的牛仔裤水乳一套800以内吧健康水​展开全文c,4341531344840239,0,6,2
303,2301CPDJ,黑龙江哈尔滨,male,Lv.6,89,54,37,2019-02-19 21:43:00,2019-03-19 22:18:53,feed,Delphi7:1)Deletethefile:C:/documentsandsettings/<username>/.borland/registry.slm2)Runc:/programfiles/borland/delphi7/bin/D7Reg.exe3)Clicknext...4)OpenthenDelphi7---------------------作者：lijian260来源：CSDN原文：O网页链接版权声明：本文为博主​展开全文c,4341525485837624,0,0,0
304,耍xiaoxiao傲娇,其他,female,Lv.9,45,28,216,2019-02-19 18:13:00,2019-03-19 22:18:56,feed,"－MakingacomputerprogramisaHerculeantaskforme.Canyougivemeahand？－Oh,（D）.TurntoJackson,whoisanexpertinit.A.itcountsfornothingB.it'snotthecaseC.itdoesn'thurttoaskD.it'sallGreektome解析:电脑编程对我来说是一个艰巨的任务，你能帮帮我吗？奥​展开全文c",4341472553644496,0,0,0
305,熊仔獸灬,海外英国,female,Lv.34,379,373,168,2019-02-19 17:53:00,2019-03-19 22:19:00,feed,💗混油皮护肤空瓶笔记💗P1肤质敏感混油痘皮P2清洁ipsa|旁氏米粹|雪花秀顺行|理肤泉P3化妆水神仙水|cpb水磨|Ren|流金水P4乳液ipsa自律|d-program|freeplusP6精华雪花秀|theordinaryP7防晒sofina|近江小熊P8眼霜filorga|科颜氏牛油果@空瓶才推荐@空瓶才有说服力@功课菌,4341467755834849,0,2,7
306,A_cup_of_rosemary_tea,北京东城区,female,Lv.9,105,91,493,2019-02-19 15:08:00,2019-03-19 22:19:05,feed,"#TeamRaf#关于Mariah的很可爱的文章，看完才发现是Claire写的,不知道Claire今年是否还有机会再采访Nate，整点scoop出来MariahBell:“Skatingisjustmypassion”O网页链接Aboutprograms1.alwayslookeduptoAdam,andhewaslikeamentorfortheyoungerkids2.Ad​展开全文c",4341426194593054,1,0,1
307,发型志,上海黄浦区,female,Lv.9,86,1546,105,2019-02-19 14:03:00,2019-03-19 22:19:09,feed,🎄Nonno2019.3月🎄换季时节，皮肤也需要呵护敏感肌水乳大推荐！#freeplus##珂润##dprogram##minon#,4341409835791803,0,2,0
308,镜潇YY,湖北武汉,female,Lv.9,119,68,94,2019-02-19 00:07:00,2019-03-19 22:19:12,feed,铁皮计划:1.口红类fasiord410(17.4g)chanel154(31.1g)阿玛尼小胖丁506(30.2g)2.底妆类addiction粉底(35.3g)d–program粉底液(31.7g)BM粉底(47.5g),4341199408200635,0,0,1
309,未来的温妍,其他,female,Lv.9,80,222,1087,2019-02-18 20:30:00,2019-03-19 22:19:15,feed,温妍的美妆专栏|day12今日分享，资生堂旗下dprogram定妆喷雾。已空瓶，我一般是带妆觉得皮肤干的时候才用，k市一年四季都·很·干·燥，白天必须补水防止过干浮粉。这个喷雾水中还带点精油成分，有效锁水，喷出来水雾很细也没有显的很油。dprogram全系都是无香料无防腐剂添加，敏感肌也能用，我还用​展开全文c,4341144849194410,0,6,3
310,皮止腊糯私,福建厦门,female,Lv.9,511,40588,331,2019-02-18 18:38:00,2019-03-19 22:19:24,feed,#迟蛀顽泥badd##0218#恭喜////宝马蓉蓉有剁不完的小手手等3名用户获得【dprogram水乳套装】。,4341116520363040,0,0,0
311,强大的木子君,陕西,female,Lv.9,62,44,184,2019-02-18 16:46:00,2019-03-19 22:19:27,feed,发表了一篇转载博文《[转载]#错误:file:D:/Program》O[转载]#错误:file:D:/Program​,4341088485315114,0,0,0
312,-凱小凱,海外美国,female,Lv.4,1,6,7715,2019-02-18 16:09:00,2019-03-19 22:19:30,feed,Dr.DeLuca-UCLAChemistry-PH.DProgram​,4341078973154280,0,1,0
313,日本最潮FM-Channel,海外,female,Lv.4,125,58,146,2019-02-18 08:27:00,2019-03-19 22:19:32,feed,#日本美妆##保湿喷雾#来自美容人士的推荐：资生堂的Dprogram的喷雾感觉不错，含有精华油的保湿喷雾，让皮肤有种被保护的感觉，可以缓解空调等带来的皮肤干燥，也可以帮助隔绝空气中的污染和花粉，低刺激的配方，让敏感肌也可以安心使用，感觉在春天里是十分需要的呢！2日本·东京,4340962694104104,0,0,0
314,网上小玖,北京东城区,female,Lv.9,886,211,2525,2019-02-17 23:15:00,2019-03-19 22:21:23,feed,资生堂dprogram敏感话题蓝色¥235.00日本资生堂dprogram敏感话题蓝色系列，肌肤嘭起来,4340823828993517,0,0,0
315,CHO97,海外泰国,female,Lv.14,126,181,480,2019-02-17 22:57:00,2019-03-19 22:21:25,feed,"Isawtherumoralready...Iam.....honestlysospeechless........if@乐华娱乐杜华reallyputthemtothebeginningagainI'dsayyouwon'thavemytrustanymore.Nomorerespect.Ifit'strue,you'llbelike..whatabiaspersononearthsendingolderfourmemberstorestarta​展开全文c",4340819341315335,0,5,7
316,染v墨,其他,female,Lv.9,268,115,1224,2018-07-25 21:57:00,2019-03-19 22:21:30,feed,转发微博,4340811301360942,0,0,0
317,Cornucopian,其他,male,Lv.35,194,1973,167,2019-02-17 15:23:00,2019-03-19 22:21:32,feed,左图👈•elixir局部用精华，对于我眼纹无效但法令纹有效•lunasol防晒，用它的时候皮肤好稳定，因为倍数好低•2e泡沫洁面、红腰子，喜欢好用•Dprogram洗发水，好像用了再也没有头皮长包，good.右图👉，Granas乳液，Haku泡沫乳液都可有可无，最终沦为身体乳.以上.,4340705222257248,0,0,7
318,今天阿曼达翻白眼了吗,湖南株洲,female,Lv.45,372,1031,7979,2019-02-16 13:05:00,2019-03-19 22:21:36,feed,资生堂dprogram洗面奶，看首页年度爱用里有提到就买了，在此之前我用过百元出头最爱洁面是sofina弹力洁面乳。和sofina不同，这根dprogram是皂基加氨基酸洁面，所以洗感更干净更彻底，但不至于到搓盘子的地步。dprogram是资生堂旗下针对敏感问题皮肤的产品线，功能专一有效，成分精简，包装简洁，这​展开全文c,4340308034426626,0,2,0
319,李念纯Joseph,其他,male,Lv.13,1132,740,1745,2019-02-15 10:39:00,2019-03-19 22:21:39,feed,陈玉凤讲师发布时间：2017-09-11阅读：陈玉凤，山东烟台人，女，博士，讲师，2009年毕业于济南大学，获管理学学士学位。同年考入中国社会科学院研究生院攻读马克思主义民族理论与政策专业，2012年获法学硕士学位。同年考入中央民族大学攻读民族学专业，2014年6月－2015年5月获中美富布赖特奖学​展开全文c,4339908942116536,0,0,0
320,Hoyako,其他,female,Lv.48,875,590,10338,2019-02-14 21:31:00,2019-03-19 22:21:42,feed,#ho的空瓶记#东奔西跑的也用空这么多，欣慰欧莱雅红瓶晚霜，它家系列太多了我真分不清，放在手心加热后上脸推开很容易，便宜大碗不心疼，晚上睡前扣一大块出来，贼爽Nursery卸妆膏，我用卸妆膏感觉都差不多啊，就靠味道来区分喜好程度，这个不喜欢，不回购雪花秀润燥精华，用这么快，​展开全文c,4339710668903057,0,0,0
321,卍岁娘,海外日本,female,Lv.48,1525,165279,6830,2019-02-13 16:22:00,2019-03-19 22:21:44,feed,#大萌毛化妆品#资生堂敏感肌专用品牌dprogram妆前和蜜粉，这是我的表妹推荐给我的，说实话（表妹别打我），我一开始看到这个隔离，我是嫌弃它的，图8可见，它长得很黄！！！我是偏白的皮肤，第一次看到我都快怀疑人生了……冷静了一下，我想到两点：第一，植村秀慕斯隔离有很多种颜色，黄黄的却是给​展开全文c,4339270300641251,61,236,216
322,我看谁还能找到我,其他,male,Lv.9,297,73,1983,2019-02-13 01:36:00,2019-03-19 22:21:47,feed,从11月份开始吃维胺脂，吃了三个月，期间实习的时候工作日化妆，作息还算正常，烂脸总算控制住了。第二个月开始每隔几天敷芙清，药膏涂班赛、百多邦、博乐达水杨酸、维A酸乳膏。戒糖戒奶戒油腻。后续护肤一切从简，我用的是科颜氏金盏花水+资生堂dprogram黄色乳液，冬天用都还行（因为我就算在冬天也​展开全文c,4339047557801478,1,0,0
323,乾乾有只猫,辽宁沈阳,female,Lv.8,371,1379,68,2019-02-11 20:52:00,2019-03-19 22:21:50,feed,1⃣️资生堂D系列/dProgram洗面奶之前我用黛珂精致洁面乳过敏了然后就一心想找一个成分特别好无添加的洗面奶功课了特别多最后选了这一款资生堂的洁面我之前也用过几款给我的感觉就是洗完了有些紧绷对于干皮来说并不是很喜欢这款完全不会有紧绷的感觉而且清洁力特别好洗完脸一种刚做完清​展开全文c,4338613494117767,0,0,3
324,JohnClassThompson,其他,male,Lv.4,20,51,323,2019-02-11 17:44:00,2019-03-19 22:21:53,feed,NecktieGlobalOnlineManufacturerManufacturePhysicsMarketLuxuryGoodsLimitedCorporationNewBrandManagementSoftware.MyselfLookKey（我自己样子的钥匙）。ProjectName:MyselfLookKeyIndustryManufacturerSoftware3DView.SelfIntoStatus.Skill:MyselfLookKeyOpenSp​展开全文c,4338566350285744,0,0,0
325,吴明鸿学英语,其他,male,Lv.4,1,10,1949,2019-02-08 16:35:00,2019-03-19 22:21:55,feed,在会议上”提出“某事，你会用什么英语动词？|1分钟英语侃哥侃英语Today-第122期-（每周一到周五更新）侃哥语音讲解·122来自侃英语00:0002:43图片来自MariannaPascal编著的《SayitbetterinEnglish》✒️笔记：1）bring...up：提出（某问题）2）storageroo​展开全文c,4337461691729251,0,0,0
326,卍岁娘,海外日本,female,Lv.48,1525,165279,6830,2019-02-08 16:03:00,2019-03-19 22:21:57,feed,#大萌毛化妆品#👉写在新年，因为匆忙，里面很多爱用物还没有写过！链接要等我一点点补。微博里所有写的东西都是我自用品，无软广无硬广，无赞助、无赠送，全部自己购买，不是美妆博主、不是专门做微博的博主、不是专业人士，单纯消费者，专业问题一概不懂，不提供购买信息，私人微博，纯粹自娱自乐​展开全文c,4337453777711429,298,396,725
327,羌芜小柒,其他,female,Lv.9,358,498,1860,2019-02-08 10:43:00,2019-03-19 22:22:05,feed,一些图书馆：大英博物馆O网页链接柏林国家图书馆O网页链接50wwhatsO网页链接石川县立美术馆O网页链接googlearts&cultureO网页链接甲斐絹博物馆O网页链接LUNAcollections圣路易斯华盛顿大学图书馆O网页链接fl​展开全文c,4337373196381457,0,0,1
