,Unnamed: 0,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,ParentMid,Share,Comment,Good
479,479,再热也不剃光头,None,None,None,None,None,None,None,None,comment,我不想当胖子！！！！但是身体有它自己的想法,4351705460208070,None,None,None
480,480,不愿做光棍的小狗B,None,None,None,None,None,None,None,None,comment,减肥靠相机特效🙃,4351705460208070,None,None,None
481,481,孤守_Teris,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
482,482,万丈桃花浪儿,None,None,None,None,None,None,None,None,comment,回复@不许偷看我的快乐日记:飞花镜果然名不虚传,4351705460208070,None,None,None
483,483,阿狄儿-,None,None,None,None,None,None,None,None,comment,我想他能回头,4351706751323798,None,None,None
484,484,月舞云袖----墨宝,None,None,None,None,None,None,None,None,comment,离家出走，不想待在家里，想在外面工作，教师资格证考试成绩合格通过，卫生专业技术资格考试成绩合格通过，找到适合自己的新工作，想嫁给金钟云,4351706751323798,None,None,None
485,485,ChingYew_Soo,None,None,None,None,None,None,None,None,comment,加油,4351706751323798,None,None,None
486,486,我是阳光凡,None,None,None,None,None,None,None,None,comment,🙏🙏🙏平安好运,4351706751323798,None,None,None
487,487,彻Mr,None,None,None,None,None,None,None,None,comment,中个大奖，如意！,4351706751323798,None,None,None
488,488,iam_fabulous_,None,None,None,None,None,None,None,None,comment,和他快点解决问题，拖着真的累啊,4351706751323798,None,None,None
489,489,一碗月亮粥,None,None,None,None,None,None,None,None,comment,🙏🏻🙏🏻🙏🏻,4351706751323798,None,None,None
490,490,舒檬Stella,None,None,None,None,None,None,None,None,comment,🙏希望和好,4351706751323798,None,None,None
491,491,辞归ion,None,None,None,None,None,None,None,None,comment,越努力越幸运啦,4351706751323798,None,None,None
492,492,真是神经粗,None,None,None,None,None,None,None,None,comment,啊希望论文能送审,4351706751323798,None,None,None
493,493,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@音逸地:←←性感荷官，在线发牌，最高赔率，巴萨皇马……三这游戏真的很好玩,4351706525739793,None,None,None
494,494,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@冼莉莉呀:←←性感荷官，在线发牌，最高赔率，巴萨皇马……,4351706525739793,None,None,None
495,495,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@陈教官道无疆:真的吗,4351706525739793,None,None,None
496,496,一个傻毛豆,None,None,None,None,None,None,None,None,comment,,4351706525739793,None,None,None
497,497,泰吴喵喵,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
498,498,欧阳YY,None,None,None,None,None,None,None,None,comment,回复@杨琦---:同样的经历，我们都的好好活下去！,4351712527254969,None,None,None
499,499,HeroYuJ,None,None,None,None,None,None,None,None,comment,面对生病的人无人为力，真的一夜长大。,4351712527254969,None,None,None
500,500,朝歌大魔王,None,None,None,None,None,None,None,None,comment,回复@东浩君:23岁还年轻着呢，只是在给未来蓄力罢了，算不上一事无成，加油,4351712527254969,None,None,None
501,501,旁观艺术思考者,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
502,502,Jessica的小姐姐,None,None,None,None,None,None,None,None,comment,回复@廿榛:可以吗,4351712527254969,None,None,None
503,503,S乌龙芬朵西和珍珠,None,None,None,None,None,None,None,None,comment,妈妈查出乳腺癌那年我17岁，因为读中专那年夏天我开始工作了。妈妈化疗期间就是医院单位家三头跑，有时候妈妈吃腻了医院的饭，我就从单位买饭送去医院给妈妈。周末也不出去玩了，妈妈住院就在医院陪着，在家休息就在家里学煮饭。妈妈没生病前我真的连煮泡面都不会，妈妈生病后我才开始学煮菜。,4351712527254969,None,None,None
504,504,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@麻烦看到让我滚去减肥:←←性感荷官，在线发牌，最高赔率，巴萨皇马……四旁敲侧击了好多次,4351712527254969,None,None,None
505,505,蓝悠歆,None,None,None,None,None,None,None,None,comment,None or emoji,4351712527254969,None,None,None
506,506,VERTIGOCLUB,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
507,507,69g22w80_龙马精神,None,None,None,None,None,None,None,None,comment,下载了,4351706915439124,None,None,None
508,508,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@嘿丶你是年少的欢喜:←←性感荷官，在线发牌，最高赔率，巴萨皇马……五该如何打这场比赛呢,4351706915439124,None,None,None
509,509,匪徒布莱克-sia,None,None,None,None,None,None,None,None,comment,劲…劲舞团,4351706915439124,None,None,None
510,510,SwallowLee_妮子,None,None,None,None,None,None,None,None,comment,中文版的也很好听~,4351706915439124,None,None,None
511,511,Olivia__Wong,None,None,None,None,None,None,None,None,comment,回忆杀,4351706915439124,None,None,None
512,512,川东热辣妇女,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
513,513,Ki-kkkkkki,None,None,None,None,None,None,None,None,comment,哇塞、大学时候听的歌,4351706915439124,None,None,None
514,514,尛一末离,None,None,None,None,None,None,None,None,comment,None or emoji,4351706915439124,None,None,None
515,515,夏姑娘StudyingNow,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
516,516,Hsz_真,None,None,None,None,None,None,None,None,comment,我不开心现在,4351706148048623,None,None,None
517,517,Lai_HsueChien,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
518,518,NuReli-EA,None,None,None,None,None,None,None,None,comment,明明是沙雕会传染的。,4351706148048623,None,None,None
519,519,狒拂拂,None,None,None,None,None,None,None,None,comment,@木易景三_暖暖,4351706148048623,None,None,None
520,520,xxxx1879,None,None,None,None,None,None,None,None,comment,@SeeU-0,4351706148048623,None,None,None
521,521,Yim张艺鸣,None,None,None,None,None,None,None,None,comment,@和平爱好者_,4351706148048623,None,None,None
522,522,猪猪孩周黑鸭,None,None,None,None,None,None,None,None,comment,每天开心多好,4351706148048623,None,None,None
523,523,美少女阿秋er,None,None,None,None,None,None,None,None,comment,回复@IamDora:开心的一批,4351706148048623,None,None,None
524,524,盖梦怪人,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
525,525,达光---,None,None,None,None,None,None,None,None,comment,很大强！,4351706525739793,None,None,None
526,526,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@音逸地:←←性感荷官，在线发牌，最高赔率，巴萨皇马……三这游戏真的很好玩,4351706525739793,None,None,None
527,527,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@冼莉莉呀:←←性感荷官，在线发牌，最高赔率，巴萨皇马……,4351706525739793,None,None,None
528,528,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@陈教官道无疆:真的吗,4351706525739793,None,None,None
529,529,一个傻毛豆,None,None,None,None,None,None,None,None,comment,,4351706525739793,None,None,None
530,530,HAYDENxi,None,None,None,None,None,None,None,None,comment,沾好运🙏保佑我英语过🙏赶快出英语重修缓考成绩🙏感恩一辈子🙏🙏🙏,4351706751323798,None,None,None
531,531,阿狄儿-,None,None,None,None,None,None,None,None,comment,我想他能回头,4351706751323798,None,None,None
532,532,月舞云袖----墨宝,None,None,None,None,None,None,None,None,comment,离家出走，不想待在家里，想在外面工作，教师资格证考试成绩合格通过，卫生专业技术资格考试成绩合格通过，找到适合自己的新工作，想嫁给金钟云,4351706751323798,None,None,None
533,533,ChingYew_Soo,None,None,None,None,None,None,None,None,comment,加油,4351706751323798,None,None,None
534,534,我是阳光凡,None,None,None,None,None,None,None,None,comment,🙏🙏🙏平安好运,4351706751323798,None,None,None
535,535,彻Mr,None,None,None,None,None,None,None,None,comment,中个大奖，如意！,4351706751323798,None,None,None
536,536,iam_fabulous_,None,None,None,None,None,None,None,None,comment,和他快点解决问题，拖着真的累啊,4351706751323798,None,None,None
537,537,一碗月亮粥,None,None,None,None,None,None,None,None,comment,🙏🏻🙏🏻🙏🏻,4351706751323798,None,None,None
538,538,舒檬Stella,None,None,None,None,None,None,None,None,comment,🙏希望和好,4351706751323798,None,None,None
539,539,辞归ion,None,None,None,None,None,None,None,None,comment,越努力越幸运啦,4351706751323798,None,None,None
540,540,朝蓝COOL,None,None,None,None,None,None,None,None,comment,老乡走好,4351704234726633,None,None,None
541,541,竹隐111,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
542,542,tmeng0923,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
543,543,肥宅就可以整天发梦了,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
544,544,悠哉闲哉丶Nice,None,None,None,None,None,None,None,None,comment,英雄走好，,4351704234726633,None,None,None
545,545,假装在深圳_V,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
546,546,Outrooo,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
547,547,木示示,None,None,None,None,None,None,None,None,comment,致敬,4351704234726633,None,None,None
548,548,Bambu777,None,None,None,None,None,None,None,None,comment,走好！,4351704234726633,None,None,None
549,549,秀豆豆-blue,None,None,None,None,None,None,None,None,comment,哇哦～龙哥，好好休息哦～,4351706559553655,None,None,None
550,550,毛茸茸与好好吃,None,None,None,None,None,None,None,None,comment,出山了？？,4351706559553655,None,None,None
551,551,PatronClown,None,None,None,None,None,None,None,None,comment,宝宝晚安，一路平安,4351706559553655,None,None,None
552,552,倾城绝爱_Silds,None,None,None,None,None,None,None,None,comment,加油加油@朱一龙,4351706559553655,None,None,None
553,553,Lillian2清,None,None,None,None,None,None,None,None,comment,晚安,4351706559553655,None,None,None
554,554,倾城绝爱_Silds,None,None,None,None,None,None,None,None,comment,真的困了@朱一龙,4351706559553655,None,None,None
555,555,许熙堃,None,None,None,None,None,None,None,None,comment,好！,4351706751323798,None,None,None
556,556,HAYDENxi,None,None,None,None,None,None,None,None,comment,沾好运🙏保佑我英语过🙏赶快出英语重修缓考成绩🙏感恩一辈子🙏🙏🙏,4351706751323798,None,None,None
557,557,阿狄儿-,None,None,None,None,None,None,None,None,comment,我想他能回头,4351706751323798,None,None,None
558,558,月舞云袖----墨宝,None,None,None,None,None,None,None,None,comment,离家出走，不想待在家里，想在外面工作，教师资格证考试成绩合格通过，卫生专业技术资格考试成绩合格通过，找到适合自己的新工作，想嫁给金钟云,4351706751323798,None,None,None
559,559,ChingYew_Soo,None,None,None,None,None,None,None,None,comment,加油,4351706751323798,None,None,None
560,560,我是阳光凡,None,None,None,None,None,None,None,None,comment,🙏🙏🙏平安好运,4351706751323798,None,None,None
561,561,彻Mr,None,None,None,None,None,None,None,None,comment,中个大奖，如意！,4351706751323798,None,None,None
562,562,iam_fabulous_,None,None,None,None,None,None,None,None,comment,和他快点解决问题，拖着真的累啊,4351706751323798,None,None,None
563,563,一碗月亮粥,None,None,None,None,None,None,None,None,comment,🙏🏻🙏🏻🙏🏻,4351706751323798,None,None,None
564,564,舒檬Stella,None,None,None,None,None,None,None,None,comment,🙏希望和好,4351706751323798,None,None,None
565,565,头号蠢蛋,None,None,None,None,None,None,None,None,comment,同岁一路走好,4351704234726633,None,None,None
566,566,Hala卡农Mayday,None,None,None,None,None,None,None,None,comment,人民英雄永垂不朽,4351704234726633,None,None,None
567,567,朝蓝COOL,None,None,None,None,None,None,None,None,comment,老乡走好,4351704234726633,None,None,None
568,568,竹隐111,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
569,569,tmeng0923,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
570,570,肥宅就可以整天发梦了,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
571,571,悠哉闲哉丶Nice,None,None,None,None,None,None,None,None,comment,英雄走好，,4351704234726633,None,None,None
572,572,假装在深圳_V,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
573,573,Outrooo,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
574,574,VERTIGOCLUB,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
575,575,69g22w80_龙马精神,None,None,None,None,None,None,None,None,comment,下载了,4351706915439124,None,None,None
576,576,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@嘿丶你是年少的欢喜:←←性感荷官，在线发牌，最高赔率，巴萨皇马……五该如何打这场比赛呢,4351706915439124,None,None,None
577,577,匪徒布莱克-sia,None,None,None,None,None,None,None,None,comment,劲…劲舞团,4351706915439124,None,None,None
578,578,SwallowLee_妮子,None,None,None,None,None,None,None,None,comment,中文版的也很好听~,4351706915439124,None,None,None
579,579,Olivia__Wong,None,None,None,None,None,None,None,None,comment,回忆杀,4351706915439124,None,None,None
580,580,川东热辣妇女,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
581,581,Ki-kkkkkki,None,None,None,None,None,None,None,None,comment,哇塞、大学时候听的歌,4351706915439124,None,None,None
582,582,尛一末离,None,None,None,None,None,None,None,None,comment,None or emoji,4351706915439124,None,None,None
583,583,夏姑娘StudyingNow,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
584,584,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:不知道是什么颜色呢,4351705140987795,None,None,None
585,585,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:坐等毛毛新染的头发,4351705140987795,None,None,None
586,586,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:毛毛是要参加什么活动了吗,4351705140987795,None,None,None
587,587,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:人家是带病了，你还要给人家二次伤害呀,4351705140987795,None,None,None
588,588,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:我们也很珍惜你呀,4351705140987795,None,None,None
589,589,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:悄悄去做植发却被你爆出来,4351705140987795,None,None,None
590,590,桀米,None,None,None,None,None,None,None,None,comment,我笑出声了，看着文字和图片。😂,4351705140987795,None,None,None
591,591,像我这样莫名其妙的人呀,None,None,None,None,None,None,None,None,comment,现在才看到这条微博,4351705140987795,None,None,None
592,592,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:那发型老师也是晕了,4351705140987795,None,None,None
593,593,像我这样莫名其妙的人呀,None,None,None,None,None,None,None,None,comment,染啥颜色了,4351705140987795,None,None,None
594,594,达光---,None,None,None,None,None,None,None,None,comment,很大强！,4351706525739793,None,None,None
595,595,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@音逸地:←←性感荷官，在线发牌，最高赔率，巴萨皇马……三这游戏真的很好玩,4351706525739793,None,None,None
596,596,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@冼莉莉呀:←←性感荷官，在线发牌，最高赔率，巴萨皇马……,4351706525739793,None,None,None
597,597,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@陈教官道无疆:真的吗,4351706525739793,None,None,None
598,598,一个傻毛豆,None,None,None,None,None,None,None,None,comment,,4351706525739793,None,None,None
599,599,发誓认真学习,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
600,600,李大钊Lzzzz,None,None,None,None,None,None,None,None,comment,回复@peach_sulli:多喝热水,4351710661130081,None,None,None
601,601,菜菜最爱翻白眼,None,None,None,None,None,None,None,None,comment,王老师我夜班,4351710661130081,None,None,None
602,602,Ammmmmmyy,None,None,None,None,None,None,None,None,comment,回复@小成本_大制作:就找你呢看的根本停不下来,4351710661130081,None,None,None
603,603,性感小女孩_,None,None,None,None,None,None,None,None,comment,我,4351710661130081,None,None,None
604,604,可爱的小凡妹_,None,None,None,None,None,None,None,None,comment,刚下班,4351710661130081,None,None,None
605,605,_弗瑞梨,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
606,606,peach_sulli,None,None,None,None,None,None,None,None,comment,痛经疼醒了我要死了,4351710661130081,None,None,None
607,607,是个小仙女呀a,None,None,None,None,None,None,None,None,comment,夜班ing……王老师为啥不睡呀,4351710661130081,None,None,None
608,608,头号蠢蛋,None,None,None,None,None,None,None,None,comment,同岁一路走好,4351704234726633,None,None,None
609,609,Hala卡农Mayday,None,None,None,None,None,None,None,None,comment,人民英雄永垂不朽,4351704234726633,None,None,None
610,610,朝蓝COOL,None,None,None,None,None,None,None,None,comment,老乡走好,4351704234726633,None,None,None
611,611,竹隐111,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
612,612,tmeng0923,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
613,613,肥宅就可以整天发梦了,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
614,614,悠哉闲哉丶Nice,None,None,None,None,None,None,None,None,comment,英雄走好，,4351704234726633,None,None,None
615,615,假装在深圳_V,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
616,616,Outrooo,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
617,617,沙拉1017,None,None,None,None,None,None,None,None,comment,我妈也是六年前突然去世，三个月，肝癌，从我身边活脱脱就走了。那时候我23，刚大学毕业出社会。今天我被公司领导逼退，我很无奈，努力工作却因为一年半前休过半年产假，至今她还惦记着。我很难过，不知这关我能否挺过去。我妈走的时候说过，谁欺负我做鬼都不放过他。凌晨两点，我真想抱着她哭,4351712527254969,None,None,None
618,618,十里看山,None,None,None,None,None,None,None,None,comment,回复@十里看山:斯人已逝，生者如斯。如果仍有机会，一定要好好爱着身边人，别留遗憾,4351712527254969,None,None,None
619,619,十里看山,None,None,None,None,None,None,None,None,comment,逝者在时间尽头回望，原来他们并不期盼生者的念念不忘，只是想告诉生者好好生活，待到重逢之日，有更多好故事可以讲给他们听。,4351712527254969,None,None,None
620,620,Melissa-余情余李,None,None,None,None,None,None,None,None,comment,回复@杨琦---:一定要加油！,4351712527254969,None,None,None
621,621,可达可达jyh_,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
622,622,我今天开心了吗吗,None,None,None,None,None,None,None,None,comment,回复@东浩君:我爸17年走的我十八，现在20，没有一夜长大,4351712527254969,None,None,None
623,623,考拉拉哼着啦啦啦,None,None,None,None,None,None,None,None,comment,回复@E1D3:扎心了,4351712527254969,None,None,None
624,624,可达可达jyh_,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
625,625,球球-球球球球,None,None,None,None,None,None,None,None,comment,妈妈去年12月走的，胃癌受尽了折磨，亲眼看见抢救的时候她自己拔的氧气管，亲手签字放弃插管。好想她。,4351712527254969,None,None,None
626,626,泰吴喵喵,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
627,627,是xxnya,None,None,None,None,None,None,None,None,comment,哇全友哥哥好幽默啊,4351705460208070,None,None,None
628,628,一位英俊的市民,None,None,None,None,None,None,None,None,comment,不可以吃太多！会被杀掉的！,4351705460208070,None,None,None
629,629,飯DAWN,None,None,None,None,None,None,None,None,comment,俺也一样,4351705460208070,None,None,None
630,630,想再努力一点,None,None,None,None,None,None,None,None,comment,,4351705460208070,None,None,None
631,631,接接张,None,None,None,None,None,None,None,None,comment,回复@大马叉虫b:@苗咪嗷,4351705460208070,None,None,None
632,632,梁千亿啊,None,None,None,None,None,None,None,None,comment,回复@大马叉虫b:多吃点，反正我天天一边吃一边有罪恶感，真好,4351705460208070,None,None,None
633,633,情你多喝热水哦,None,None,None,None,None,None,None,None,comment,回复@张奶绿:看你🆔我突然想喝奶绿,4351705460208070,None,None,None
634,634,再热也不剃光头,None,None,None,None,None,None,None,None,comment,我不想当胖子！！！！但是身体有它自己的想法,4351705460208070,None,None,None
635,635,不愿做光棍的小狗B,None,None,None,None,None,None,None,None,comment,减肥靠相机特效🙃,4351705460208070,None,None,None
636,636,放飞泪流浪,None,None,None,None,None,None,None,None,comment,毛老师染了个什么颜色，好期待,4351705140987795,None,None,None
637,637,有个喜欢的不易,None,None,None,None,None,None,None,None,comment,回复@初见Initiate:英语啥意思...,4351705140987795,None,None,None
638,638,灯火小透明,None,None,None,None,None,None,None,None,comment,,4351705140987795,None,None,None
639,639,ahfkc,None,None,None,None,None,None,None,None,comment,所以应该有自拍呀,4351705140987795,None,None,None
640,640,酒后表演藝術家Y,None,None,None,None,None,None,None,None,comment,快给他推荐霸王,4351705140987795,None,None,None
641,641,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:不知道是什么颜色呢,4351705140987795,None,None,None
642,642,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:坐等毛毛新染的头发,4351705140987795,None,None,None
643,643,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:毛毛是要参加什么活动了吗,4351705140987795,None,None,None
644,644,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:人家是带病了，你还要给人家二次伤害呀,4351705140987795,None,None,None
645,645,为毛巨星重开的微博,None,None,None,None,None,None,None,None,comment,回复@为毛巨星重开的微博:我们也很珍惜你呀,4351705140987795,None,None,None
646,646,Torchwood-C,None,None,None,None,None,None,None,None,comment,90后真的当上了烈士,4351704234726633,None,None,None
647,647,头号蠢蛋,None,None,None,None,None,None,None,None,comment,同岁一路走好,4351704234726633,None,None,None
648,648,Hala卡农Mayday,None,None,None,None,None,None,None,None,comment,人民英雄永垂不朽,4351704234726633,None,None,None
649,649,朝蓝COOL,None,None,None,None,None,None,None,None,comment,老乡走好,4351704234726633,None,None,None
650,650,竹隐111,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
651,651,tmeng0923,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
652,652,肥宅就可以整天发梦了,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
653,653,悠哉闲哉丶Nice,None,None,None,None,None,None,None,None,comment,英雄走好，,4351704234726633,None,None,None
654,654,假装在深圳_V,None,None,None,None,None,None,None,None,comment,None or emoji,4351704234726633,None,None,None
655,655,VERTIGOCLUB,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
656,656,69g22w80_龙马精神,None,None,None,None,None,None,None,None,comment,下载了,4351706915439124,None,None,None
657,657,燕姑娘原创,None,None,None,None,None,None,None,None,comment,回复@嘿丶你是年少的欢喜:←←性感荷官，在线发牌，最高赔率，巴萨皇马……五该如何打这场比赛呢,4351706915439124,None,None,None
658,658,匪徒布莱克-sia,None,None,None,None,None,None,None,None,comment,劲…劲舞团,4351706915439124,None,None,None
659,659,SwallowLee_妮子,None,None,None,None,None,None,None,None,comment,中文版的也很好听~,4351706915439124,None,None,None
660,660,Olivia__Wong,None,None,None,None,None,None,None,None,comment,回忆杀,4351706915439124,None,None,None
661,661,川东热辣妇女,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
662,662,Ki-kkkkkki,None,None,None,None,None,None,None,None,comment,哇塞、大学时候听的歌,4351706915439124,None,None,None
663,663,尛一末离,None,None,None,None,None,None,None,None,comment,None or emoji,4351706915439124,None,None,None
664,664,夏姑娘StudyingNow,None,None,None,None,None,None,None,None,comment,,4351706915439124,None,None,None
665,665,冻结宇宙,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
666,666,詹菡琪-,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
667,667,我爱芫茜_,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
668,668,我爱芫茜_,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
669,669,Hsz_真,None,None,None,None,None,None,None,None,comment,我不开心现在,4351706148048623,None,None,None
670,670,Lai_HsueChien,None,None,None,None,None,None,None,None,comment,,4351706148048623,None,None,None
671,671,NuReli-EA,None,None,None,None,None,None,None,None,comment,明明是沙雕会传染的。,4351706148048623,None,None,None
672,672,狒拂拂,None,None,None,None,None,None,None,None,comment,@木易景三_暖暖,4351706148048623,None,None,None
673,673,xxxx1879,None,None,None,None,None,None,None,None,comment,@SeeU-0,4351706148048623,None,None,None
674,674,Yim张艺鸣,None,None,None,None,None,None,None,None,comment,@和平爱好者_,4351706148048623,None,None,None
675,675,Emma_Wong1103,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
676,676,没有名字deeeeee人,None,None,None,None,None,None,None,None,comment,@大风吹啊吹77,4351712527254969,None,None,None
677,677,沙拉1017,None,None,None,None,None,None,None,None,comment,我妈也是六年前突然去世，三个月，肝癌，从我身边活脱脱就走了。那时候我23，刚大学毕业出社会。今天我被公司领导逼退，我很无奈，努力工作却因为一年半前休过半年产假，至今她还惦记着。我很难过，不知这关我能否挺过去。我妈走的时候说过，谁欺负我做鬼都不放过他。凌晨两点，我真想抱着她哭,4351712527254969,None,None,None
678,678,十里看山,None,None,None,None,None,None,None,None,comment,回复@十里看山:斯人已逝，生者如斯。如果仍有机会，一定要好好爱着身边人，别留遗憾,4351712527254969,None,None,None
679,679,十里看山,None,None,None,None,None,None,None,None,comment,逝者在时间尽头回望，原来他们并不期盼生者的念念不忘，只是想告诉生者好好生活，待到重逢之日，有更多好故事可以讲给他们听。,4351712527254969,None,None,None
680,680,Melissa-余情余李,None,None,None,None,None,None,None,None,comment,回复@杨琦---:一定要加油！,4351712527254969,None,None,None
681,681,可达可达jyh_,None,None,None,None,None,None,None,None,comment,,4351712527254969,None,None,None
682,682,我今天开心了吗吗,None,None,None,None,None,None,None,None,comment,回复@东浩君:我爸17年走的我十八，现在20，没有一夜长大,4351712527254969,None,None,None
683,683,考拉拉哼着啦啦啦,None,None,None,None,None,None,None,None,comment,回复@E1D3:扎心了,4351712527254969,None,None,None
684,684,peach_sulli,None,None,None,None,None,None,None,None,comment,回复@李大钊Lzzzz:谢谢您嘞,4351710661130081,None,None,None
685,685,雪山捞月亮,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
686,686,请叫我羽帆帆好吗,None,None,None,None,None,None,None,None,comment,None or emoji,4351710661130081,None,None,None
687,687,Sunny肉夹馍,None,None,None,None,None,None,None,None,comment,半夜流鼻血了……,4351710661130081,None,None,None
688,688,发誓认真学习,None,None,None,None,None,None,None,None,comment,,4351710661130081,None,None,None
689,689,李大钊Lzzzz,None,None,None,None,None,None,None,None,comment,回复@peach_sulli:多喝热水,4351710661130081,None,None,None
690,690,菜菜最爱翻白眼,None,None,None,None,None,None,None,None,comment,王老师我夜班,4351710661130081,None,None,None
691,691,Ammmmmmyy,None,None,None,None,None,None,None,None,comment,回复@小成本_大制作:就找你呢看的根本停不下来,4351710661130081,None,None,None
692,692,性感小女孩_,None,None,None,None,None,None,None,None,comment,我,4351710661130081,None,None,None
693,693,可爱的小凡妹_,None,None,None,None,None,None,None,None,comment,刚下班,4351710661130081,None,None,None
694,694,冯家二二二二少爷,None,None,None,None,None,None,None,None,comment,如果有了女朋友还得了，不宠上天了？,4351720735711613,None,None,None
695,695,关关关关挚爱魏晨,None,None,None,None,None,None,None,None,comment,阿姨生日快乐,4351720735711613,None,None,None
696,696,清风一枕晚凉天v,None,None,None,None,None,None,None,None,comment,,4351720735711613,None,None,None
697,697,别做人渣,None,None,None,None,None,None,None,None,comment,生日快乐,4351720735711613,None,None,None
698,698,侠盗在飞雪天里畅想,None,None,None,None,None,None,None,None,comment,祝俞妈妈生日快乐,4351720735711613,None,None,None
699,699,第二温情·,None,None,None,None,None,None,None,None,comment,妈妈生日快乐,4351720735711613,None,None,None
700,700,小小的内心OS,None,None,None,None,None,None,None,None,comment,我爱我妈，光辉伟大,4351720735711613,None,None,None
701,701,杨杨杨是我呀,None,None,None,None,None,None,None,None,comment,阿姨生日快乐🎉,4351720735711613,None,None,None
702,702,黑色小白too,None,None,None,None,None,None,None,None,comment,,4351723177252434,None,None,None
