Index,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
757,小赖皮美妆,湖北武汉,female,Lv.46,407,109153,13550,2018-12-29 19:13:00,2019-03-20 15:12:37,feed,这个是freeplus的品牌方做的一个面膜品牌叫“悦容集”。我当时是觉得很便宜就入了一点试试看，然后让周围的几个基友一起都感受下，结果，她们用完之后都催我快点上架，她们急着拍😂😂😂当时拿到手的时候是觉得包装特别中国风，算蛮精致的了～不过因为价格好便宜我也没有抱期待。但是​展开全文c,4322643681461974,0,4,0
758,小阿翰,台湾其他,male,Lv.48,106,277,22835,2018-12-28 12:37:00,2019-03-20 15:12:40,feed,freeplus代言照hebe粉美😍,4322636387982471,0,0,0
759,棒呆淘淘,山东,female,Lv.4,21,19,53,2018-12-29 17:58:00,2019-03-20 15:12:45,feed,海淘日亚已经先到了一箱货[嘿哈][嘿哈]，早安面膜，肌美精3d面膜，青汁，freeplus洗面奶，[机智][机智][机智],4322624685329262,0,2,0
760,棒呆淘淘,山东,female,Lv.4,21,19,53,2018-12-29 17:57:00,2019-03-20 15:12:48,feed,海淘美妆护肤日亚已经先到了一箱货[嘿哈][嘿哈]，早安面膜，肌美精3d面膜，青汁，freeplus洗面奶，[机智][机智][机智],4322624492125464,0,1,0
761,猪仔的日常1982,北京,female,Lv.4,58,2,41,2018-12-29 17:32:00,2019-03-20 15:12:59,feed,干货丨日系网红护肤品测评护肤界有一句至理名言：没有最好的，只有最适合自己的~所以我的测评感受仅供宝宝们参考哈，也欢迎各种心得交流~1.FANCL卸妆油推荐指数：四星半2.Freeplus洁面乳推荐指数：四星半3.石泽研究所小苏打洁面乳推荐指数：三星半4.IPSA流金水推荐指数：四星​展开全文c,4322618163438515,0,0,0
762,弱水三千伴君,北京,female,Lv.14,270,39,1963,2018-12-29 17:31:00,2019-03-20 15:13:03,feed,0⃣荷荷巴油用来抹头发很好，洗完头抹了能保持两到三天头发不炸不静电，顺滑。好像是一种护肤品中也能添加的初级原料，亲肤油，使用感很好。0⃣欧缇丽大葡萄喷雾无防腐剂，天然，喷完不紧绷，抗氧化可能有点效果0⃣haba的g露还不错0⃣pai玫瑰果油这个真的很好用（我敏感中性），不油腻，​展开全文c,4322617840222955,0,0,0
763,野人四,广东深圳,male,Lv.45,372,107816,17056,2018-12-29 17:21:00,2019-03-20 15:13:09,feed,freeplus日版洗面奶特价119元O网页链接,4322615365292492,0,0,0
764,_柠萌姑娘,重庆万盛区,female,Lv.29,267,145,154,2018-12-29 17:10:00,2019-03-20 15:13:13,feed,#空瓶#freeplus的深水30ml小样，在学校的天猫u领先小样机上取了三只，第一只用完啦，使用感对于外油内干的我来说吸收很快，不黏腻，在冬天用还是蛮好的，唯一的缺点就是不太好倒（可能正装没有这个缺陷），有机会回回购的！,4322612593416711,0,0,0
765,日本代购直邮可名古屋居住,辽宁大连,female,Lv.9,87,171,2442,2018-12-29 14:55:00,2019-03-20 15:13:19,feed,芙丽芳丝本土版洗面奶网红雪莉同款，又被称为小CPB，荣誉好高的洗面奶！这个最近断货有点厉害🇯🇵freeplus芙丽芳丝的洗面奶，美丽俏佳人里面也推荐过。氨基酸配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用​,4322578711682780,0,0,0
766,雪之径代购屋,江苏南京,female,Lv.35,172,4614,7674,2018-12-20 20:10:00,2019-03-20 15:13:23,feed,freeplus芙丽芳丝洗面奶现.HUOfreeplus芙丽芳丝净润洗面霜氨基酸系洗面奶女日本洁面乳,4322570075001771,0,0,0
767,用户6898869907,广东,female,Lv.4,60,1,420,2018-12-29 14:01:00,2019-03-20 15:13:26,feed,@园园822822freeplus【券在评论里】,4322565129938953,0,1,0
768,遗失身份_,海外美国,female,Lv.17,196,48,1354,2018-12-29 12:12:00,2019-03-20 15:13:28,feed,【美妆护肤routine】2018最后一更。明天有朋友来短住所以提前总结。美妆部分：·Perfume:空了一支小样。·Face:妆前在用DiorDreamskin，混油爱了；底妆回归娇兰金钻；定妆Freeplus散粉目测下周能空（疯狂扑头）。·Eye:画了一次ctdv，常规组合粉色眼影出坑；涂了两三次睫毛；削了一次眼线​展开全文c,4322537565134188,0,0,0
769,执迷不悟就是我,其他,female,Lv.4,145,121,2942,2018-12-28 09:15:00,2019-03-20 15:14:45,feed,Goodmorning自用freeplus洗面奶用过freeplus之后觉得其他的洗面奶都不好用了但是有朋友说不能一直用一个洗面奶也不知道是不是真的,4322507823327133,0,0,0
770,空瓶即时光,其他,female,Lv.4,137,23,343,2018-12-29 10:13:00,2019-03-20 15:14:47,feed,#MOTD#底妆：完美意境粉霜＋freeplus散粉眉毛：玛丽黛佳眼影：katebr1腮红：viseepk801口红：欧莱雅314修容：narslaguna高光：砍妹睫毛膏：艾杜纱底膏眼线：同眼影鼻影：katebr1点评：这块腮红很久没刷了，今天刷起来发现感觉很甜美，很适合冬天。,4322507639422773,0,0,0
771,_QINNLII_,四川,female,Lv.28,853,248,1181,2018-12-29 09:07:00,2019-03-20 15:14:52,feed,FAB的洁面是牛奶味的哎和freeplus的香味一毛一样忘带卸妆没想到这是个二合一洁面膏爱了​,4322491222476767,0,0,1
772,爱酸奶的哈哈,北京,female,Lv.14,437,320,1893,2018-12-29 09:00:00,2019-03-20 15:14:56,feed,"""freeplus芙丽芳丝洗面奶""，这个不需要安利了吧，太好用，不好用退给我[机智]被称为小CPB孕妇敏感肌都能用，洗完不会紧绷，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。2武汉·常青街区",4322489452078483,0,0,0
773,外来星购物中心,四川成都,male,Lv.9,243,15,3509,2018-12-29 08:28:00,2019-03-20 15:14:58,feed,#双11不差钱#，我在闲鱼发布了【日本freeplus芙丽芳丝氨基酸洗面奶洁面乳日本日本日】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4322481269143037,0,0,0
774,泰迪的尾巴呀,吉林,female,Lv.9,85,2645,169,2018-12-29 07:46:00,2019-03-20 15:15:02,feed,👏特价网红雪莉同款，荣誉好高的洗面奶！freeplus芙丽芳丝的洗面奶，这个有多好用，大家比我了解吧，美丽俏佳人里面也推荐过。感觉比一线大牌洗面奶还要好，氨基酸洁面，ph值弱酸性，接近皮肤ph值，人手一支都不足以形容它的受欢迎程度。敏感肌肤，孕妇可用。​,4322470670415946,0,0,0
775,在水星的小王子,其他,female,Lv.44,154,1806,3518,2018-12-29 00:57:00,2019-03-20 15:15:07,feed,都已经过去九天了我还在抱着田馥甄freeplus的生图在哭不知道反复看了多少遍太好看了真的太好看了她完全不用修图就算无限放大放大再放大她那张脸还是精致的让我哭泣我只想感叹仙子下凡也不过如此了吧​,4322367913912528,0,4,10
776,蛋挞渣,湖北武汉,male,Lv.36,154,363,1837,2018-12-29 00:21:00,2019-03-20 15:15:10,feed,用freeplus洗脸时候的我。​,4322358771026055,0,4,1
777,小桂同学最喜欢的人,湖北,female,Lv.4,50,37,180,2018-12-28 23:32:00,2019-03-20 15:15:15,feed,上学期用的护肤品个人都不喜欢虽然听好多人说freeplus好用…这学期的全部都适合我喜欢图2精华已经是离不开精华的人了,4322346296888063,0,0,0
778,MHQ喵,安徽合肥,female,Lv.4,31,17,28,2018-12-28 23:16:00,2019-03-20 15:15:19,feed,睡前来个广告现货🇯🇵日本freeplus芙丽芳丝洗面奶网红雪梨推荐，又被称为小CPB，荣誉好高的洗面奶，被推烂了的～不输一线大牌的洗面奶，万年回购。氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层耶​,4322342257128601,0,0,0
779,Tracy-Zhen,广东广州,female,Lv.31,381,723,2654,2018-12-28 23:00:00,2019-03-20 15:15:24,feed,🍓倩碧的小雏菊腮红#19blushpop官方说明是烟粉色，上手试了是我喜欢的温柔豆沙杏色（带闪粉）。但是这菊花造型真的让人无法直视！🍓新种草Aveeno的燕麦身体乳、Sephora棉巾和化妆棉。🍓Freeplus洗面奶万年回购，打死不换。,4322338289972113,3,0,4
780,瘦毛阳,湖北武汉,male,Lv.43,366,1492,5508,2018-12-28 22:53:00,2019-03-20 15:15:30,feed,空瓶*3Isdin卸妆水，用卸妆水超费的，下续接上上次很便宜买的unny悦薇洗面奶，老选手了，终于用完最后一个30ml的小样了，下面接高丝的洗面奶小样【我就是小样多到爆】高丝洗面奶，因为有好多小样，暂时不需要买晚洁洗面奶了，晨洁当然是freeplus了！晚洁就有什么用什么,4322336620248348,0,0,0
781,我也想要粉红泡泡,湖北,female,Lv.9,173,224,138,2018-12-28 22:24:00,2019-03-20 15:15:36,feed,100个空瓶挑战34/100傲滴隐形眼镜护理液：好用，老梗eltamd：我更喜欢freeplusOlayprox+露得清a醇：好用，主要是小白瓶好用roxa醇眼霜：眼睛辣辣的，耐受了就好，没什么作用，冬天保湿也不够黛珂植物韵律水乳：清爽版简直是为夏天的我而生狮王牙膏：无感…卡尼尔卸妆水：我觉得卸​展开全文c,4322329163139359,0,1,7
782,看海的小雨55,北京海淀区,male,Lv.14,127,32,1951,2018-12-28 18:23:00,2019-03-20 15:15:45,feed,我是混干皮，挺喜欢freeplus，应该只是保湿吧，很清爽。,4322326180990817,0,0,0
783,逗逼团大小王,广东广州,female,Lv.14,162,158601,10634,2018-12-28 21:52:00,2019-03-20 15:15:47,feed,🔘海淘🔺（图一，nyx唇釉、伊索香芹籽精华、卡乐泡泡、sesderma白藜芦醇精华等）12.30【周日】🔘台呆&国内授权🔺（图二，健康水、freeplus、宝龄面膜等）⚠️公主号:dbtuan，每天下午17点左右🔴就会直接推🔗，照旧是相应日子的🔴晚上21点、21点10分开tuan，若有新情况微博会及时​展开全文c,4322321131029110,2,89,23
784,三年佛系老代购,河南,female,Lv.9,82,1083,131,2018-12-28 21:21:00,2019-03-20 15:15:51,feed,🌨Freeplus滋润水乳套装​,4322313312783921,0,0,0
785,做个温柔的心,浙江,female,Lv.31,222,349,1786,2018-12-28 20:37:00,2019-03-20 15:15:57,feed,被我忘记的freeplus查看图片,4322302873292805,0,0,0
786,SUPERNANA香港代购,香港黄大仙区,female,Lv.48,347,14063,6574,2018-12-28 20:19:00,2019-03-20 15:16:02,feed,Freeplus芙丽芳丝日本版净润洗面100g，👯孕妇可用洁面洗面奶，freeplus芙丽芳丝洗面奶受大家欢迎的主要原因就是它能深层清洁毛孔内部的垃圾，轻轻按摩就可清洁皮肤！最关键的是它添加了六种植物精华可以让人的肌肤使用过后不紧绷！,4322297734963129,0,0,1
787,句子点,江苏南京,female,Lv.32,128,236,174,2018-12-28 19:55:00,2019-03-20 15:16:20,feed,今天发了工资以后，买了最贵的东西就是freeplus的洗面奶，好了，这就是我的生活状态​,4322291729266520,0,0,0
788,用户6878216228,其他,female,Lv.7,81,32,64,2018-12-28 18:29:00,2019-03-20 15:17:41,feed,🌻热腾腾的洁面乳反馈🔥来自一个从来也不信任国产护肤品的美妞的心声……👇用过太多日本韩国的护肤品（SK2、freeplus、珂润、FANCL、兰芝、AHC、Su:m37等）但是没有特别喜欢或者想回购的，遇见姬存希洗面奶一用就喜欢上😍还分享给小姐妹们[得意]2襄阳·庙滩镇,4322270136256981,0,0,2
789,日本代购-77的日代小铺,其他,female,Lv.14,460,6062,994,2018-12-28 17:58:00,2019-03-20 15:17:49,feed,现货秒发🎉Freeplus芙丽芳丝净润氨基酸洗面奶100g，不含皂基，温和、洗的干净，特别好用，这款洗面奶主要成分是氨基酸类活性剂，ph值在5.5-6.5之间，呈弱酸性，接近肌肤ph值，温和低刺激配方，泡沫细腻，易冲洗，洗后完全无紧绷感，含6种天然汉方植物精华，补充肌肤水分，痘肌、敏感肌非常适用。无限​展开全文c,4322262247218685,0,0,0
790,你妹不是骂人,河南郑州,female,Lv.14,47,105,469,2018-12-28 17:09:00,2019-03-20 15:17:53,feed,freeplus芙丽芳丝氨基酸洗面奶100g孕妇可用！超多人推荐的洗面奶🔥🔥🔥完全没有皂基的纯氨基酸洁面，成分简单，除了氨基酸，就是大枣忍冬薏仁等植物成分，温和却又洗得干净，味道很清淡，含有烟酰胺，可以修复角质+美白肌肤，过敏肌肤的最佳选择。,4322249949859016,0,0,0
791,韋君寶貝0607,其他,female,Lv.9,227,1633,8403,2018-12-28 16:43:00,2019-03-20 15:17:57,feed,田馥甄【轉自freeplustaiwan】「FB」【2018有妳一起，2019還要繼續唷😉】freeplus芙莉思很幸運有妳們的陪伴，一起維持肌膚的水潤緊實，新的一年freeplus芙莉思也會繼續努力💪以零添加、低刺激的成分，讓妳們享受舒適的安心保養❤️#freeplus#芙莉思​展开全文c,4322243464858128,0,0,3
792,张梦娜Salt,四川,female,Lv.42,715,622,3369,2018-12-28 16:23:00,2019-03-20 15:18:01,feed,空瓶挑战41/100freeplus洗面奶双十一99块钱买两个小的，个人觉得比旁氏好用温和，还有股淡淡的奶香味，起的泡沫更多。,4322238519922266,0,0,0
793,luv_k_CloSet,上海,female,Lv.48,333,689,4544,2018-12-28 15:08:00,2019-03-20 15:18:07,feed,🎊今年最后一波铁皮&空瓶9-12🈷️😄Canmake腮红膏08🤔intergrate英特鬼5色眼影PK704🙄️美宝莲广角旋转弯头睫毛膏😍kate双头眉笔BR-3😄dollywink假睫毛胶水😄JillStuart睫毛夹😍资生堂dprogram水乳（蓝瓶）😍Curel珂润防晒霜SPF30PA++😄ipsa蓝瘦子​展开全文c,4322219524436987,1,2,1
794,哈尼1001,其他,female,Lv.9,581,78,365,2018-12-28 14:25:00,2019-03-20 15:18:11,feed,￥79包邮freeplus芙丽芳丝的洗面奶！最好的洗面奶，没有之一，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用❤️2南昌·桃花苑商住小区,4322208719493485,0,0,0
795,快乐小肥同学,其他,female,Lv.4,128,63,338,2018-12-28 13:22:00,2019-03-20 15:18:14,feed,最近优惠忍不住来了一单小乖家的洗面奶@小乖美货谈一下使用感，不是特别好起泡的那种，味道和freeplus有点类似，就是没有那种很香香的味道。洗完不脸不干，晨洁真爱！另外再分享一下以前其他小乖家买的心水好物，湿又野的腮红和卡乐泡泡的眼影！腮红真滴比较自然，以前买很红的很容易刷成猴子屁股​展开全文c,4322192944224419,1,0,0
796,糖卷啊卷啊-,湖南长沙,female,Lv.29,244,141,59,2018-12-28 12:44:00,2019-03-20 15:18:19,feed,懒得做攻略分析成分什么的，最省事的就是合适好用无限回购完事，虽然还是觉得贵，也不敢做小白鼠脸上各种试，对护肤品相当专一了～洗面奶算新尝试了！用完还是回归freeplus。这还只是护肤+底妆，说到彩妆想入手的时候总会提醒自己“没什么机会需要整妆，这个口红颜色跟家里的也很像了，2盘万能眼影够了​展开全文c,4322183247457795,0,1,1
797,田馥甄Hebe吧官方微博,no location,female,Lv.47,109,301332,9730,2018-12-28 12:41:00,2019-03-20 15:18:23,feed,田馥甄#田馥甄1起走到永9#【图文】[2018.12.28]【2018有妳一起，2019還要繼續唷😉】freeplus芙莉思很幸運有妳們的陪伴，一起維持肌膚的水潤緊實，新的一年freeplus芙莉思也會繼續努力💪以零添加、低刺激的成分，讓妳們享受舒適的安心保養❤️#freeplus#芙莉思​展开全文c,4322182533976164,15,33,240
798,轩辕十四上的大喵,浙江杭州,female,Lv.46,310,602,3797,2018-12-28 12:37:00,2019-03-20 15:18:31,feed,感谢freeplus爸爸,4322181956099708,0,0,0
799,甄寶團-田馥甄粉絲團,no location,male,Lv.44,46,132656,6146,2018-12-28 12:37:00,2019-03-20 15:18:34,feed,【图片】田馥甄HebeFreeplus芙莉丝代言照FreeplusTaiwan：【2018有妳一起，2019还要继续唷😉】freeplus芙莉思很幸运有妳们的陪伴，一起维持肌肤的水润紧实，新的一年freeplus芙莉思也会继续努力💪以零添加、低刺激的成分，让妳们享受舒适的安心保养❤️#freeplus#​展开全文c,4322181670755588,18,19,160
800,嗯啊仙贝很圆,其他,female,Lv.9,250,52,346,2018-12-27 22:10:00,2019-03-20 15:18:39,feed,一直用freeplus的水乳还有面霜啫喱！洗面奶也好用！,4322168958013119,0,0,0
801,七月美妆屋,河南,female,Lv.8,61,43,68,2018-12-28 11:45:00,2019-03-20 15:18:51,feed,芙丽芳丝水乳218包邮Freeplus（芙丽芳丝），free意思是没有，plus是添加，freeplus意指“无添加”，没有添加化学成分防腐剂还有香精色素，用来表示产品对肌肤安全，无负担，估计名字可以如此大方地标示意义，产品质量安全还是杠杠的～,4322168404183386,0,0,0
802,糯米酱日澳生活馆,浙江宁波,male,Lv.47,1645,10787,16310,2018-12-28 11:24:00,2019-03-20 15:18:56,feed,芙丽芳丝又被称为小CPB，荣誉好高的洗面奶，不输一线大牌的洗面奶，万年回购。日本freeplus芙丽芳丝的洗面奶，氨基酸洁面，配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用！​,4322163097691302,0,0,0
803,心之所向艳阳天,上海杨浦区,female,Lv.27,238,200,268,2018-12-28 11:22:00,2019-03-20 15:19:01,feed,很满意这个套装了，新年礼物要是能再有签名照就更棒了@芙丽芳丝freeplus@田馥甄Hebe​,4322162712408677,0,2,7
804,阿智hio,广东深圳,male,Lv.9,221,83,204,2018-12-28 11:14:00,2019-03-20 15:20:56,feed,芙丽芳丝氨基酸洗面奶又被称为小CPB，荣誉好高的洗面奶！这个最近断货有点厉害🇯🇵freeplus芙丽芳丝的洗面奶，美丽俏佳人里面也推荐过。氨基酸配合保湿成分，充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用​,4322160761824788,0,0,0
805,用户6880128389,其他,male,Lv.4,60,5,901,2018-12-28 09:37:00,2019-03-20 15:20:58,feed,#双11不差钱#，我在闲鱼发布了【日本freeplus芙丽芳丝氨基酸洗面奶洁面乳日本fre】#闲鱼翻身#过大促！#退坑回血便宜出#O网页链接,4322136170041858,0,0,0
806,属长颈鹿的番薯,广东,female,Lv.9,172,438,529,2018-12-28 09:36:00,2019-03-20 15:21:07,feed,昨晚是带小张同学在新房过的第一个晚上，我跟老张各种丢三落四，主要落的是小张的东西：纸尿裤、润肤乳、沐浴露都忘带了，洗澡的鸭子潜艇儿童牙刷倒是就记住了#大概不是亲生的……#发现没带娃的润肤乳那一刻，老张有点崩溃，第一个反应是去货架拆freeplus的乳液来用​,4322135977478987,2,1,0
807,轻奢护肤Lareine,海外,female,Lv.18,112,339,5011,2018-12-28 08:33:00,2019-03-20 15:21:10,feed,Freeplus芙丽芳丝氨基酸泡沫日本净润洗面奶日系洁面中难得的一款氨基酸系洁面。质地比较稀薄，打出的泡沫也很绵密，不是一搓揉就没有的那种泡沫。温和的同时洁净能力也没有在偷懒。洁面后能感觉到毛孔的脏东西都被带走了，肌肤变得很透亮。​,4322120287068816,0,0,0
808,三心不可得2259,甘肃,female,Lv.9,144,41,38,2018-12-28 01:35:00,2019-03-20 15:21:13,feed,回家忘了带洗面奶，西峰没专柜就随手买了一个好评挺多的旁氏米粹，香精味儿呛的我打喷嚏，然后吸了一鼻腔，差点呛死我。有对比才知道freeplus有多好用，洗的干净不伤皮肤又没香味儿，是本命没错了​​​2庆阳·西街街区,4322014904202608,0,0,0
809,yoki_barista,广东佛山,female,Lv.29,489,883,2079,2018-12-28 01:18:00,2019-03-20 15:21:17,feed,#freeplus城市独奏者#感谢分享2上海·好食同乐(余姚路)Lyoki_barista的秒拍视频,4322010647621562,0,2,1
810,柳丁央洁,其他,female,Lv.34,209,571,886,2018-12-28 01:13:00,2019-03-20 15:21:21,feed,freeplus100g的是洗面奶泡沫细腻，125g的是洁面霜干手干脸卸妆用…查了一晚上，半夜起床去洗手间研究洗面奶，原来我买的是洁面霜幸亏才用了一周就知道用错了不算太晚,4322009452384137,0,13,1
811,圈圈628330,北京朝阳区,female,Lv.33,3955,293,3309,2018-12-25 17:22:00,2019-03-20 15:21:27,feed,@田馥甄Hebe@芙丽芳丝freeplus我的新年愿望是祝馥甄小姐姐本命年开开心心事事顺利早睡早起祝我自己可以找到一份合适的工作希望明年自己可以拥有一份小幸运感谢金主爸爸的活动真的很想要一份芙丽芳丝限定礼盒我在这边先谢谢金主爸爸咯@微博抽奖平台,4321998547037257,0,0,0
812,脉宝云-脉店,江苏苏州,female,Lv.27,194,88,421,2018-12-27 23:08:00,2019-03-20 15:22:40,feed,【freeplus芙丽芳丝净润洗面霜100g氨基酸洗面奶日本进口深层洁净温和洁面】，复制这条信息¥O网页链接¥后打开最新👉脉宝云店👈，或点击链接下载app,4321978003290236,0,0,0
813,布丁奶茶Deer,其他,female,Lv.48,521,265456,5468,2018-12-27 22:10:00,2019-03-20 15:22:45,feed,这个冬天最温暖的护肤一定是它！freeplusX田馥甄跨界限定礼盒，温柔献礼城市独奏者，礼盒中有HEBE同款帽子+围巾以及相框，还有四款可以别在帽子围巾上的小徽章，纯净的蓝白配色满满的治愈感【转赞1.12捉一个宝宝一套同款水乳】礼盒里面有freeplus最经典的保湿修护系列柔润三件套，​展开全文c,4321963264280068,367,230,807
814,tracy412,上海普陀区,female,Lv.48,8609,2724,57116,2018-12-25 16:35:00,2019-03-20 15:22:48,feed,喜欢田馥甄已经15个年头了，看着她从hebe变成女神田馥甄，越来越会唱歌，也越来越享受唱歌的过程，自己也从懵懂初中生，变成了期待新生命喜悦的准妈妈。不得不说freeplus真的很会挑选代言人！每年的圣诞礼盒都很赞！期待下一个3年，一下个5年，每个冬天，仍然有freeplus和田馥甄的温暖陪伴！,4321957052839041,0,0,0
815,叶缱绻的平行宇宙,其他,female,Lv.4,1,18,1804,2018-12-27 21:28:00,2019-03-20 15:22:52,feed,#美妆日记##空瓶记#第一瓶freeplus乳用完啦真的超级好用已经回购了感觉鼻子上黑头变小了保湿效果也超好皮肤好好​,4321952904849895,0,0,0
816,银河系快乐指南,其他,female,Lv.9,30,7,180,2018-12-27 20:55:00,2019-03-20 15:22:56,feed,坐在镜子前涂涂抹抹半天，仔细一想才意识到，自己在脸上涂了多少钱，freeplus水乳＋小白瓶＋乐敦CC＋雪肌精凝露和美容液＋理肤泉b5，懂了，我的钱就是这样没的。,4321944465340745,0,0,0
817,你这么胖快憋吃了,江苏,female,Lv.9,215,66,304,2018-12-27 20:54:00,2019-03-20 15:23:00,feed,贫民窟女孩十二月份想要滴东西(十二月份的我不配拥有你们hhhhh这些留给一月份的我8！)珂润乳液(佛的一批用精华就不用乳液了，省钱钱)Naris收敛水(城野医生滴要用完惹)Olay空气霜(挣扎一波想要面霜)Mac唇部打底(Mac新色号真滴很好看但真滴涂不出感jio或许拥有唇部打底的我会不​展开全文c,4321944277105905,1,0,0
818,LanlanQ-,其他,female,Lv.27,215,99,44,2018-12-27 20:44:00,2019-03-20 15:23:10,feed,🐾记录陪我度过2018的小可爱们🐾P1:【二次清洁】ALBION健康水/IPSA流金水/SK2清莹露/IPSA角质水2号/sisley花香水P2:【化妆水】SK2神仙水/SHISEIDO悦薇珀翡亮肤水/LAMER精萃液P3:【乳液】ALBION渗透乳3号/SHISEIDO悦薇珀翡亮肤乳/IPSA自律乳S3/sisley全能乳P4:【精华】KatBurki水光精​展开全文c,4321941748237295,0,2,1
819,松子-落,其他,female,Lv.46,443,473,6283,2018-12-27 20:02:00,2019-03-20 15:23:14,feed,#空瓶记#freeplus洗面奶和freeplus是有革命感情的，当时在香港因为学业压力和水土不服过敏，用了很多温和的产品都没好，最后到深圳买了freeplus水乳洗面奶全套才恢复。后来就一直用它家的洗面奶，到现在估计用掉7、8支了。我对洗面奶要求不高，只要温和、不紧绷就行，这支价格还很便宜。但，再​展开全文c,4321931169749529,0,4,0
820,袁小逗喜欢郭大肥,北京,female,Lv.36,447,3705,1902,2018-12-27 19:53:00,2019-03-20 15:23:23,feed,#空瓶#月底了整理一些空瓶～❶底妆都用完了，妆前还蛮喜欢，逆龄粉底就一般般|大创眉毛雨衣一个能用两三个月，一直在用但空瓶很慢啦❷上次po的是护发素，这次是洗发水。我永远是护发素先用完❹lamer眼霜真是，好用！❺薇诺娜面膜用完三盒才想起来拍照，敏感肌放心敷❼美达施第一罐空瓶，又补货​展开全文c,4321928807898744,0,9,7
821,姽鸢020,其他,female,Lv.7,76,50,181,2018-12-27 19:32:00,2019-03-20 15:23:26,feed,芙丽芳丝洁面是卖得最多的日本freeplus芙丽芳丝的洗面奶100g美丽俏佳人里面也推荐过！感觉比一线大牌洗面奶还要好氨基酸洁面，人手一支都不足以形容它的受欢迎程度配合保湿成分充分保护易干燥肌肤的滋润，打造健康角质层。严格选取不给肌肤添加负担的优质而低刺激的原料。敏感肌肤，孕妇可用！109​展开全文c,4321923523973465,0,0,0
822,tracy412,上海普陀区,female,Lv.48,8609,2724,57116,2018-12-27 19:14:00,2019-03-20 15:23:29,feed,女神代言的freeplus谢谢@haruru​,4321918960036259,0,4,1
823,大辰儿和小甜筒,其他,female,Lv.9,115,77,420,2018-12-27 18:31:00,2019-03-20 15:23:36,feed,#大辰儿share##空瓶记#18年剩的最后一些空瓶记录完愉快的迎接19年啦内容包括：沙宣发膜、freeplus洗面奶、美帕蓝胖子洁面、小甘菊护手霜、倩碧小黄油、城野医生毛孔调理精华、悦诗风吟唇膏、vc+锌软糖我研究了半天怎么传高清视频还是觉得模糊了很多相对来说B站的更清晰B站：​展开全文c,4321908209918039,0,0,0
824,Goodbye拖延症,湖北荆州,female,Lv.37,401,698,861,2018-12-27 17:53:00,2019-03-20 15:24:29,feed,日常补货@再见野鼬鼠freeplus​,4321898747829605,0,0,1
825,彩妆护肤酱,广东广州,female,Lv.9,195,108095,123,2018-12-27 17:50:00,2019-03-20 15:24:37,feed,以前念书的时候总是喜欢买一些人气比较火爆又白菜的洗面奶，不知不觉就用过了一大堆🤣现在回想起来踩过的雷是真的还不少！今天就挑了几支比较多人用过的洗面奶来给大家录个视频，如果有小仙女也觉得这些是自己雷区的话，来👇和我激情吐槽哈哈哈哈哈📎洗颜专科洗面奶📎SANA豆乳洁面乳📎​展开全文c,4321898030404709,0,0,0
826,日本代购直邮正品专柜人肉采购,其他,female,Lv.34,531,389156,6210,2018-12-27 17:08:00,2019-03-20 15:24:41,feed,-国内现货本土版freeplus芙丽芳丝氨基酸洗面奶100g，孕妇可用！超多人推荐的洗面奶！完全没有皂基的纯氨基酸洁面，成分简单，除了氨基酸，就是大枣忍冬薏仁等植物成分，温和却又洗得干净，味道很清淡，含有烟酰胺，可以修复角质+美白肌肤，过敏肌肤的最佳选择。,4321887330331723,0,0,0
827,日本代购护肤品化妆品药妆直邮,其他,female,Lv.34,621,342333,8127,2018-12-27 17:02:00,2019-03-20 15:24:44,feed,-国内现货本土版freeplus芙丽芳丝氨基酸洗面奶100g，孕妇可用！超多人推荐的洗面奶！完全没有皂基的纯氨基酸洁面，成分简单，除了氨基酸，就是大枣忍冬薏仁等植物成分，温和却又洗得干净，味道很清淡，含有烟酰胺，可以修复角质+美白肌肤，过敏肌肤的最佳选择。,4321885908978523,0,0,1
828,不知名煎包爱好者,海外英国,female,Lv.48,409,494459,7963,2018-12-27 17:00:00,2019-03-20 15:24:49,feed,#谢谢敏感#@芙丽芳丝freeplus已经陪伴我这个敏感肌走过很长的日子啦，在这个寒冷的冬天Hebe田馥甄携手freeplus推出了这个对城市独奏者献礼的跨界限量礼盒～礼盒里面是我从高中就喜欢的保湿修护系列！泡沫丰富的氨基酸系洗面霜，补水保湿的柔润化妆水和乳液，都很适合敏感肌宝宝在干燥的冬天使用～这​展开全文c,4321885267399979,634,1695,859
